season,product_a,commodity_a,product_b,commodity_b,co_basket_count,seasonal_support,confidence_a_to_b,seasonal_lift
Fall,916122,CHICKEN,1106523,FLUID MILK PRODUCTS,83,0.0015077476430089556,0.018799546998867496,2.656814289476517
Fall,826249,BAKED BREAD/BUNS/ROLLS,995242,FLUID MILK PRODUCTS,132,0.002397863721411833,0.023978201634877384,2.6548524262522086
Fall,901062,APPLES,1029743,FLUID MILK PRODUCTS,59,0.001071772420934077,0.02749301025163094,2.6457361824623224
Fall,1082185,TROPICAL FRUIT,1127831,BERRIES,299,0.005431524641682864,0.010040969843508631,2.6452895743147966
Fall,1029743,FLUID MILK PRODUCTS,1065593,BATH TISSUES,88,0.0015985758142745554,0.006098406098406098,2.6422802643414403
Fall,1081177,TOMATOES,1082185,TROPICAL FRUIT,192,0.00348780177659903,0.05653710247349823,2.6365049758253383
Fall,987562,CHEESE,1082185,TROPICAL FRUIT,108,0.0019618884993369543,0.056485355648535567,2.6340918567313567
Fall,860776,VEGETABLES - ALL OTHERS,951590,BAKED BREAD/BUNS/ROLLS,57,0.001035441152427837,0.0116231647634584,2.629590268291549
Fall,845208,ONIONS,1029743,FLUID MILK PRODUCTS,74,0.001344256934730876,0.02718589272593681,2.616181326789541
Fall,933835,DELI MEATS,995242,FLUID MILK PRODUCTS,56,0.001017275518174717,0.02361872627583298,2.6150515252643394
Fall,856772,BAKED SWEET GOODS,1082185,TROPICAL FRUIT,61,0.0011081036894403167,0.05601469237832874,2.6121433309040873
Fall,845208,ONIONS,995242,FLUID MILK PRODUCTS,64,0.0011626005921996766,0.02351212343864805,2.6032485216339873
Fall,1133018,FLUID MILK PRODUCTS,5978656, ,67,0.0012170974949590365,0.009159261790840739,2.602607679753084
Fall,981760,EGGS,1081177,TOMATOES,58,0.001053606786680957,0.006355467893929432,2.5987854184172527
Fall,995242,FLUID MILK PRODUCTS,1065593,BATH TISSUES,75,0.001362422568983996,0.005979907510763834,2.590937917763156
Fall,1081177,TOMATOES,1106523,FLUID MILK PRODUCTS,62,0.0011262693236934367,0.018256772673733806,2.58010762292423
Fall,1065593,BATH TISSUES,1106523,FLUID MILK PRODUCTS,58,0.001053606786680957,0.018096723868954757,2.5574889953809063
Fall,1082185,TROPICAL FRUIT,5569230,SOFT DRINKS,262,0.004759396174317426,0.008798441802673114,2.5274914400282578
Fall,995242,FLUID MILK PRODUCTS,1068719,SUGARS/SWEETNERS,71,0.0012897600319715162,0.005660979110189763,2.5220014025306163
Fall,995242,FLUID MILK PRODUCTS,1024306,MELONS,59,0.001071772420934077,0.004704193908467549,2.516350311039671
Fall,1029743,FLUID MILK PRODUCTS,1092026,SOFT DRINKS,60,0.0010899380551871968,0.004158004158004158,2.4749176578773864
Fall,1133018,FLUID MILK PRODUCTS,5569230,SOFT DRINKS,63,0.0011444349579465567,0.00861244019138756,2.4740595380052346
Fall,995785,PEPPERS-ALL,1029743,FLUID MILK PRODUCTS,133,0.002416029355664953,0.025705450328565905,2.4737138421115725
Fall,1044078,BEEF,1082185,TROPICAL FRUIT,215,0.003905611364420789,0.052981764415968455,2.470708249970625
Fall,961554,CARROTS,1106523,FLUID MILK PRODUCTS,84,0.0015259132772620755,0.017478152309612985,2.4700704124745196
Fall,826249,BAKED BREAD/BUNS/ROLLS,981760,EGGS,89,0.0016167414485276754,0.016167120799273387,2.460043534104119
Fall,854852,TOMATOES,981760,EGGS,66,0.0011989318607059166,0.016050583657587547,2.442310850254802
Fall,859075,CHEESE,1106523,FLUID MILK PRODUCTS,60,0.0010899380551871968,0.01722158438576349,2.433811383129519
Fall,995785,PEPPERS-ALL,1106523,FLUID MILK PRODUCTS,89,0.0016167414485276754,0.01720139157325087,2.4309576679399205
Fall,981760,EGGS,5978656, ,77,0.001398753837490236,0.00843743151435459,2.397499335438723
Fall,883404,BAKED BREAD/BUNS/ROLLS,995785,PEPPERS-ALL,61,0.0011081036894403167,0.008835457705677868,2.3713365851352046
Fall,883404,BAKED BREAD/BUNS/ROLLS,1082185,TROPICAL FRUIT,350,0.006357971988591981,0.050695249130938584,2.364080767087013
Fall,1082185,TROPICAL FRUIT,1106523,FLUID MILK PRODUCTS,498,0.009046485858053734,0.016723755792867216,2.363456596421282
Fall,1029743,FLUID MILK PRODUCTS,5978656, ,120,0.0021798761103743935,0.008316008316008316,2.362996887999976
Fall,860776,VEGETABLES - ALL OTHERS,1133018,FLUID MILK PRODUCTS,61,0.0011081036894403167,0.012438825448613376,2.3613241934337874
Fall,910032,HOT DOGS,1082185,TROPICAL FRUIT,89,0.0016167414485276754,0.05051078320090806,2.3554785338433883
Fall,826249,BAKED BREAD/BUNS/ROLLS,1082185,TROPICAL FRUIT,278,0.005050046322367345,0.05049954586739328,2.3549545012270974
Fall,890610,BREAKFAST SWEETS,1082185,TROPICAL FRUIT,59,0.001071772420934077,0.050170068027210885,2.3395899012200085
Fall,873627,BAKED BREAD/BUNS/ROLLS,1082185,TROPICAL FRUIT,62,0.0011262693236934367,0.050121261115602264,2.3373138796398236
Fall,1023720,STONE FRUIT,1082185,TROPICAL FRUIT,73,0.0013260913004777561,0.05,2.3316590879955337
Fall,961554,CARROTS,1133018,FLUID MILK PRODUCTS,59,0.001071772420934077,0.01227632126508531,2.330475214831728
Fall,1082185,TROPICAL FRUIT,5569845,SOFT DRINKS,63,0.0011444349579465567,0.0021156558533145277,2.3298100324142523
Fall,826249,BAKED BREAD/BUNS/ROLLS,1106523,FLUID MILK PRODUCTS,90,0.0016349070827807954,0.01634877384196185,2.3104629043115112
Fall,1065593,BATH TISSUES,1082185,TROPICAL FRUIT,158,0.002870170211992952,0.049297971918876755,2.2989212848879528
Fall,847982,SALAD MIX,1029743,FLUID MILK PRODUCTS,59,0.001071772420934077,0.023713826366559485,2.2820537972524697
Fall,989101,WATER - CARBONATED/FLVRD DRINK,1082185,TROPICAL FRUIT,60,0.0010899380551871968,0.0488997555012225,2.2803511863037005
Fall,904360,VEGETABLES SALAD,981760,EGGS,72,0.0013079256662246362,0.014775292427662632,2.248258242915004
Fall,1082185,TROPICAL FRUIT,8090537,SOFT DRINKS,110,0.0019982197678431943,0.0036940022835650482,2.2302826059087715
Fall,1082185,TROPICAL FRUIT,1098066,BAKED BREAD/BUNS/ROLLS,241,0.004377917855001907,0.008093223184901605,2.229880318281443
Fall,1082185,TROPICAL FRUIT,1133018,FLUID MILK PRODUCTS,349,0.006339806354338862,0.011720061790583653,2.2248777080258137
Fall,1098066,BAKED BREAD/BUNS/ROLLS,1106523,FLUID MILK PRODUCTS,79,0.001435085105996476,0.015674603174603174,2.21518687118729
Fall,1082185,TROPICAL FRUIT,8090521,SOFT DRINKS,119,0.0021617104761212738,0.003996238834038552,2.1890921615105996
Fall,981760,EGGS,1098066,BAKED BREAD/BUNS/ROLLS,71,0.0012897600319715162,0.007779969318430857,2.1435712402404703
Fall,854852,TOMATOES,1106523,FLUID MILK PRODUCTS,62,0.0011262693236934367,0.015077821011673152,2.130847637998708
Fall,1082185,TROPICAL FRUIT,5978648, ,130,0.002361532452905593,0.004365639062395057,2.1145146943803237
Fall,995242,FLUID MILK PRODUCTS,1098066,BAKED BREAD/BUNS/ROLLS,96,0.001743900888299515,0.007654281613777707,2.1089412130618195
Fall,1043590,SHORTENING/OIL,1082185,TROPICAL FRUIT,74,0.001344256934730876,0.04509445460085314,2.1028978977656245
Fall,860776,VEGETABLES - ALL OTHERS,1029743,FLUID MILK PRODUCTS,107,0.0019437228650838344,0.021818923327895597,2.099701501677508
Fall,860776,VEGETABLES - ALL OTHERS,1106523,FLUID MILK PRODUCTS,72,0.0013079256662246362,0.01468189233278956,2.074893684867026
Fall,1068719,SUGARS/SWEETNERS,1082185,TROPICAL FRUIT,136,0.002470526258424313,0.04363169714469041,2.034684863441724
Fall,908531,FLUID MILK PRODUCTS,1029743,FLUID MILK PRODUCTS,106,0.0019255572308307144,0.021081941129673827,2.0287794582264715
Fall,995242,FLUID MILK PRODUCTS,1133018,FLUID MILK PRODUCTS,134,0.002434194989918073,0.010684101419231382,2.0282161905522758
Fall,834484,ONIONS,1029743,FLUID MILK PRODUCTS,69,0.0012534287634652765,0.020896426408237433,2.010926811084838
Fall,871756,SALD DRSNG/SNDWCH SPRD,1082185,TROPICAL FRUIT,59,0.001071772420934077,0.042476601871850254,1.9808190956333553
Fall,854852,TOMATOES,995242,FLUID MILK PRODUCTS,72,0.0013079256662246362,0.017509727626459144,1.9386667765986567
Fall,866227,BREAKFAST SWEETS,1082185,TROPICAL FRUIT,123,0.0022343730131337536,0.04133064516129032,1.9273794880608248
Fall,1062966,HOT DOGS,1082185,TROPICAL FRUIT,61,0.0011081036894403167,0.0394311570782159,1.8388003150320305
Fall,857849,MARGARINES,1082185,TROPICAL FRUIT,63,0.0011444349579465567,0.038181818181818185,1.7805396671965898
Fall,904360,VEGETABLES SALAD,1082185,TROPICAL FRUIT,184,0.0033424767025740706,0.037759080648471166,1.760826070967282
Fall,1029743,FLUID MILK PRODUCTS,1126899,FLUID MILK PRODUCTS,82,0.0014895820087558356,0.005682605682605682,1.7598371894807139
Fall,908531,FLUID MILK PRODUCTS,1106523,FLUID MILK PRODUCTS,62,0.0011262693236934367,0.012330946698488464,1.7426502560562227
Fall,1082185,TROPICAL FRUIT,9526410,BAG SNACKS,64,0.0011626005921996766,0.002149237692256028,1.6823695787115467
Fall,1029743,FLUID MILK PRODUCTS,1081177,TOMATOES,59,0.001071772420934077,0.004088704088704089,1.671893359117828
Fall,1005186,SALAD BAR,1082185,TROPICAL FRUIT,166,0.003015495286017911,0.035675908016333545,1.663681102975537
Fall,1053690,SOFT DRINKS,1082185,TROPICAL FRUIT,117,0.002125379207615034,0.03447259870359458,1.6075669610811871
Fall,999971,BAKED BREAD/BUNS/ROLLS,1082185,TROPICAL FRUIT,75,0.001362422568983996,0.03384476534296029,1.5782890938597929
Fall,986912,PREPARED FOOD,1082185,TROPICAL FRUIT,109,0.001980054133590074,0.03384042222912139,1.5780865606427394
Fall,904360,VEGETABLES SALAD,995242,FLUID MILK PRODUCTS,66,0.0011989318607059166,0.013544018058690745,1.4995857384073885
Fall,1070015,REFRGRATD JUICES/DRNKS,1082185,TROPICAL FRUIT,61,0.0011081036894403167,0.03188708834291688,1.486996386489572
Fall,904360,VEGETABLES SALAD,1029743,FLUID MILK PRODUCTS,74,0.001344256934730876,0.015185717217319926,1.4613678578947527
Fall,844165,SOFT DRINKS,1082185,TROPICAL FRUIT,94,0.001707569619793275,0.031074380165289257,1.449097218324497
Fall,854852,TOMATOES,1029743,FLUID MILK PRODUCTS,61,0.0011081036894403167,0.014834630350194552,1.4275816984658904
Fall,995242,FLUID MILK PRODUCTS,1005186,SALAD BAR,57,0.001035441152427837,0.004544729708180513,1.3563306641064894
Spring,900491,PWDR/CRYSTL DRNK MX,1050131,PWDR/CRYSTL DRNK MX,81,0.0012838598215276346,0.13705583756345177,292.3625890033404
Spring,850841,ISOTONIC DRINKS,1135768,ISOTONIC DRINKS,73,0.001157058851500214,0.11642743221690591,255.0954925261838
Spring,9337369,CANDY - PACKAGED,9337581,CANDY - PACKAGED,67,0.0010619581239796484,0.18873239436619718,249.37316125886116
Spring,1050131,PWDR/CRYSTL DRNK MX,1053763,PWDR/CRYSTL DRNK MX,97,0.001537461761582476,0.17077464788732394,221.5384532185277
Spring,951526,PWDR/CRYSTL DRNK MX,989075,PWDR/CRYSTL DRNK MX,108,0.0017118130953701796,0.13971539456662355,219.8498295332255
Spring,900491,PWDR/CRYSTL DRNK MX,1053763,PWDR/CRYSTL DRNK MX,100,0.001585012125342759,0.1692047377326565,219.5018776983337
Spring,911215,PWDR/CRYSTL DRNK MX,1053763,PWDR/CRYSTL DRNK MX,86,0.0013631104277947725,0.16862745098039217,218.75298893912756
Spring,824555,PWDR/CRYSTL DRNK MX,951526,PWDR/CRYSTL DRNK MX,90,0.001426510912808483,0.13313609467455623,208.68388651452617
Spring,911215,PWDR/CRYSTL DRNK MX,989075,PWDR/CRYSTL DRNK MX,67,0.0010619581239796484,0.13137254901960785,206.72190489025562
Spring,989075,PWDR/CRYSTL DRNK MX,1053763,PWDR/CRYSTL DRNK MX,122,0.0019337147929181658,0.15844155844155844,205.5392777377306
Spring,5584007,YOGURT,5588666,YOGURT,68,0.001077808245233076,0.10862619808306709,203.4243306417566
Spring,824555,PWDR/CRYSTL DRNK MX,900491,PWDR/CRYSTL DRNK MX,67,0.0010619581239796484,0.09911242603550297,203.19509619240125
Spring,5585635,YOGURT,5588666,YOGURT,68,0.001077808245233076,0.10675039246467818,199.91150860555666
Spring,951526,PWDR/CRYSTL DRNK MX,1053763,PWDR/CRYSTL DRNK MX,119,0.0018861644291578831,0.1539456662354463,199.7069541610105
Spring,900491,PWDR/CRYSTL DRNK MX,989075,PWDR/CRYSTL DRNK MX,74,0.0011729089727536416,0.12521150592216582,197.0271659610134
Spring,989075,PWDR/CRYSTL DRNK MX,1050131,PWDR/CRYSTL DRNK MX,70,0.0011095084877399313,0.09090909090909091,193.92400684733357
Spring,917494,PWDR/CRYSTL DRNK MX,1053763,PWDR/CRYSTL DRNK MX,64,0.0010144077602193657,0.1461187214611872,189.55340233017748
Spring,900491,PWDR/CRYSTL DRNK MX,951526,PWDR/CRYSTL DRNK MX,70,0.0011095084877399313,0.11844331641285956,185.653722689742
Spring,824555,PWDR/CRYSTL DRNK MX,1053763,PWDR/CRYSTL DRNK MX,94,0.0014899113978221934,0.1390532544378698,180.38768215463358
Spring,5584007,YOGURT,5590287,YOGURT,73,0.001157058851500214,0.11661341853035144,173.57881486740868
Spring,824555,PWDR/CRYSTL DRNK MX,989075,PWDR/CRYSTL DRNK MX,72,0.0011412087302467863,0.10650887573964497,167.5975524942636
Spring,833715,SOUP,1003421,SOUP,88,0.0013948106703016278,0.08201304753028892,162.36937719793067
Spring,930603,SQUASH,1137688,SQUASH,76,0.0012046092152604966,0.17511520737327188,161.59641936438985
Spring,5585635,YOGURT,5590287,YOGURT,67,0.0010619581239796484,0.10518053375196232,156.56099122962632
Spring,5588666,YOGURT,5590287,YOGURT,67,0.0010619581239796484,0.1035548686244204,154.14119229253782
Spring,5584027,YOGURT,5590287,YOGURT,72,0.0011412087302467863,0.0997229916897507,148.43745197328278
Spring,937626,REFRGRATD JUICES/DRNKS,1114597,REFRGRATD JUICES/DRNKS,77,0.0012204593365139243,0.11323529411764706,127.8658845433704
Spring,925626,FROZEN PIZZA,1127624,FROZEN PIZZA,68,0.001077808245233076,0.07505518763796909,111.85689668329155
Spring,892008,MEAT - SHELF STABLE,1045220,MEAT - SHELF STABLE,70,0.0011095084877399313,0.07743362831858407,110.63851910109915
Spring,892008,MEAT - SHELF STABLE,930917,MEAT - SHELF STABLE,82,0.0012997099427810622,0.09070796460176991,92.66875529046051
Spring,985119,REFRGRATD JUICES/DRNKS,1033615,REFRGRATD JUICES/DRNKS,93,0.0014740612765687658,0.09851694915254237,89.54748680396186
Spring,1021164,COUPON/MISC ITEMS,5978648, ,65,0.0010302578814727933,0.19696969696969696,83.2423477828573
Spring,930917,MEAT - SHELF STABLE,1045220,MEAT - SHELF STABLE,67,0.0010619581239796484,0.05649241146711636,80.7173431090746
Spring,933637,STONE FRUIT,1023720,STONE FRUIT,87,0.0013789605490482002,0.09709821428571429,80.5806903941767
Spring,1022003,SOUP,1050229,SOUP,105,0.001664262731609897,0.060904872389791184,58.381810704850324
Spring,938700,VEGETABLES - SHELF STABLE,1030819,VEGETABLES - SHELF STABLE,91,0.0014423610340619105,0.04197416974169742,55.15994064982607
Spring,952163,POTATOES,1033142,ONIONS,72,0.0011412087302467863,0.10925644916540213,55.13501773370485
Spring,1127831,BERRIES,7024990,BERRIES,121,0.0019178646716647382,0.0229557958641624,47.062768366912316
Spring,8090509,SOFT DRINKS,8090537,SOFT DRINKS,67,0.0010619581239796484,0.08897742363877822,46.873198250709265
Spring,8090509,SOFT DRINKS,8090521,SOFT DRINKS,73,0.001157058851500214,0.09694555112881806,46.33642430624443
Spring,1013321,VEGETABLES - SHELF STABLE,1030819,VEGETABLES - SHELF STABLE,66,0.001046108002726221,0.03475513428120063,45.67311649105263
Spring,1051069,CANDY - CHECKLANE,1080414,CANDY - CHECKLANE,75,0.0011887590940070692,0.07418397626112759,44.14737961435045
Spring,847270,CITRUS,908846,CITRUS,91,0.0014423610340619105,0.05293775450843514,42.84659476998392
Spring,5569230,SOFT DRINKS,5569845,SOFT DRINKS,210,0.003328525463219794,0.04344228382292098,41.741702542532536
Spring,8090521,SOFT DRINKS,8090537,SOFT DRINKS,197,0.003122473886925235,0.0777120315581854,40.93860344260039
Spring,1040807,CHEESES,1101010,DELI MEATS,67,0.0010619581239796484,0.05583333333333333,38.54686232212886
Spring,5568489,SOFT DRINKS,5569230,SOFT DRINKS,86,0.0013631104277947725,0.15357142857142858,38.49252273747859
Spring,965267,MELONS,1007195,CORN,64,0.0010144077602193657,0.056239015817223195,38.110337450832624
Spring,965267,MELONS,1024306,MELONS,92,0.0014582111553153381,0.08084358523725835,37.73231696186538
Spring,938700,VEGETABLES - SHELF STABLE,1013321,VEGETABLES - SHELF STABLE,128,0.0020288155204387314,0.05904059040590406,37.67023451168559
Spring,1057102,BERRIES,1127831,BERRIES,72,0.0011412087302467863,0.16289592760180996,37.44465277193921
Spring,878996,GRAPES,7024990,BERRIES,65,0.0010302578814727933,0.01799058953778024,36.88336284269538
Spring,1055863,CANDY - CHECKLANE,1080414,CANDY - CHECKLANE,67,0.0010619581239796484,0.05756013745704467,34.254422141320234
Spring,5569471,SOFT DRINKS,5569845,SOFT DRINKS,74,0.0011729089727536416,0.033318325078793336,32.01405387256827
Spring,995785,PEPPERS-ALL,1046262,PEPPERS-ALL,95,0.001505761519075621,0.018361035948975646,30.812900402369646
Spring,933835,DELI MEATS,1040807,CHEESES,72,0.0011412087302467863,0.030366933783213833,30.66142205269017
Spring,891954,STONE FRUIT,1127831,BERRIES,66,0.001046108002726221,0.12667946257197696,29.119626004025665
Spring,916381,SOFT DRINKS,1053690,SOFT DRINKS,100,0.001585012125342759,0.07751937984496124,27.673943410901593
Spring,826249,BAKED BREAD/BUNS/ROLLS,1098066,BAKED BREAD/BUNS/ROLLS,615,0.009747824570857967,0.11171662125340599,26.857145552780885
Spring,844165,SOFT DRINKS,1092026,SOFT DRINKS,155,0.0024567687942812764,0.0512396694214876,26.61118273442582
Spring,930118,STONE FRUIT,1127831,BERRIES,98,0.0015533118828359037,0.11161731207289294,25.65731111537141
Spring,5568378,BAG SNACKS,5569327,BAG SNACKS,81,0.0012838598215276346,0.030089153046062408,25.35266828240719
Spring,1098066,BAKED BREAD/BUNS/ROLLS,1131438,DINNER SAUSAGE,68,0.001077808245233076,0.013492063492063493,24.76891812325202
Spring,910032,HOT DOGS,1098066,BAKED BREAD/BUNS/ROLLS,179,0.0028371717043635383,0.10158910329171396,24.42244764539789
Spring,893501,SOFT DRINKS,1053690,SOFT DRINKS,84,0.0013314101852879175,0.0680161943319838,24.281364437289852
Spring,970030,PEPPERS-ALL,995785,PEPPERS-ALL,116,0.0018386140653976002,0.10238305383936452,23.975863190405192
Spring,1023720,STONE FRUIT,1024306,MELONS,72,0.0011412087302467863,0.049315068493150684,23.016938077631043
Spring,878996,GRAPES,965267,MELONS,76,0.0012046092152604966,0.021035150844173817,22.396283972455123
Spring,826249,BAKED BREAD/BUNS/ROLLS,952163,POTATOES,66,0.001046108002726221,0.011989100817438692,22.043157029441097
Spring,826249,BAKED BREAD/BUNS/ROLLS,1012587,MEAT - MISC,79,0.0012521595790207795,0.014350590372388738,21.680435239736507
Spring,933835,DELI MEATS,1101010,DELI MEATS,73,0.001157058851500214,0.030788696752425137,21.256256503764316
Spring,5569230,SOFT DRINKS,5569471,SOFT DRINKS,183,0.002900572189377249,0.037856847331402564,20.65230270324915
Spring,1127179,STONE FRUIT,1127831,BERRIES,70,0.0011095084877399313,0.08827238335435057,20.29104590100531
Spring,995785,PEPPERS-ALL,1033142,ONIONS,205,0.003249274856952656,0.03962118283726324,19.994376854182388
Spring,965267,MELONS,1127831,BERRIES,97,0.001537461761582476,0.0852372583479789,19.59336607772068
Spring,1062966,HOT DOGS,1098066,BAKED BREAD/BUNS/ROLLS,126,0.001997115277931876,0.08144796380090498,19.58043301199321
Spring,1033142,ONIONS,1081177,TOMATOES,128,0.0020288155204387314,0.053311120366513955,19.02053484439811
Spring,904360,VEGETABLES SALAD,1081177,TOMATOES,257,0.004073481162130891,0.05273958547096245,18.816620551828578
Spring,952163,POTATOES,981760,EGGS,93,0.0014740612765687658,0.1411229135053111,18.73655172463924
Spring,981760,EGGS,1046545,POTATOES,76,0.0012046092152604966,0.008327854481700635,18.685811560669688
Spring,1082185,TROPICAL FRUIT,7024990,BERRIES,270,0.004279532738425449,0.009067096514205118,18.588885592707967
Spring,860776,VEGETABLES - ALL OTHERS,930118,STONE FRUIT,65,0.0010302578814727933,0.013254486133768352,18.29114851639848
Spring,883404,BAKED BREAD/BUNS/ROLLS,952163,POTATOES,67,0.0010619581239796484,0.0097045191193511,17.84272583077422
Spring,859075,CHEESE,1136257,CHEESE,72,0.0011412087302467863,0.02066590126291619,17.745977770265384
Spring,965267,MELONS,1098066,BAKED BREAD/BUNS/ROLLS,83,0.0013155600640344899,0.07293497363796134,17.533874377025562
Spring,878996,GRAPES,1024306,MELONS,128,0.0020288155204387314,0.035427622474398006,16.53521768593232
Spring,878996,GRAPES,1023720,STONE FRUIT,71,0.0011253586089933587,0.019651259341267643,16.30835393300675
Spring,891954,STONE FRUIT,1082185,TROPICAL FRUIT,207,0.0032809750994595107,0.39731285988483683,16.16626499434929
Spring,860776,VEGETABLES - ALL OTHERS,965267,MELONS,74,0.0011729089727536416,0.015089722675367047,16.066141698086277
Spring,1046545,POTATOES,1106523,FLUID MILK PRODUCTS,68,0.001077808245233076,0.1259259259259259,15.52783794415148
Spring,904360,VEGETABLES SALAD,5585510,TOMATOES,93,0.0014740612765687658,0.019084752719064232,15.498522954180833
Spring,1007195,CORN,1081177,TOMATOES,76,0.0012046092152604966,0.042505592841163314,15.165299550241146
Spring,1023720,STONE FRUIT,1127831,BERRIES,96,0.0015216116403290484,0.06575342465753424,15.114645228490529
Spring,1024306,MELONS,1127831,BERRIES,170,0.0026945206130826902,0.06548536209553159,15.0530260726091
Spring,866211,GRAPES,1023720,STONE FRUIT,66,0.001046108002726221,0.017998363785110445,14.936634936479233
Spring,860776,VEGETABLES - ALL OTHERS,1033142,ONIONS,144,0.0022824174604935727,0.02936378466557912,14.818098159262437
Spring,981760,EGGS,7024990,BERRIES,65,0.0010302578814727933,0.007122507122507123,14.602190439476045
Spring,904360,VEGETABLES SALAD,1033142,ONIONS,140,0.0022190169754798626,0.028729735276010672,14.498132385114147
Spring,904360,VEGETABLES SALAD,965267,MELONS,66,0.001046108002726221,0.013544018058690745,14.420418318726453
Spring,1024306,MELONS,1033142,ONIONS,73,0.001157058851500214,0.028120184899845916,14.190529757936028
Spring,951590,BAKED BREAD/BUNS/ROLLS,1040807,CHEESES,86,0.0013631104277947725,0.01401107852720756,14.146953235481703
Spring,854852,TOMATOES,1023720,STONE FRUIT,70,0.0011095084877399313,0.017023346303501944,14.127479151356173
Spring,906923,GRAPES,1082185,TROPICAL FRUIT,125,0.0019812651566784487,0.33783783783783783,13.746285517130143
Spring,860776,VEGETABLES - ALL OTHERS,1137688,SQUASH,73,0.001157058851500214,0.014885807504078303,13.736632175406221
Spring,860776,VEGETABLES - ALL OTHERS,1023720,STONE FRUIT,81,0.0012838598215276346,0.016517128874388255,13.707375133711556
Spring,860776,VEGETABLES - ALL OTHERS,6034857,TOMATOES,124,0.001965415035425021,0.02528548123980424,13.538148280208945
Spring,860776,VEGETABLES - ALL OTHERS,995785,PEPPERS-ALL,278,0.004406333708452869,0.0566884176182708,13.275182701901834
Spring,1007195,CORN,1127831,BERRIES,103,0.0016325624891030417,0.05760626398210291,13.24186911272142
Spring,892862,STONE FRUIT,1082185,TROPICAL FRUIT,104,0.0016484126103564693,0.32098765432098764,13.060668313559699
Spring,860776,VEGETABLES - ALL OTHERS,904360,VEGETABLES SALAD,255,0.004041780919624035,0.05199836867862969,12.929028844453597
Spring,860776,VEGETABLES - ALL OTHERS,1081177,TOMATOES,171,0.0027103707343361177,0.034869494290375204,12.440864618805083
Spring,897165,STONE FRUIT,1082185,TROPICAL FRUIT,103,0.0016325624891030417,0.3056379821958457,12.436105425705156
Spring,859075,CHEESE,987562,CHEESE,68,0.001077808245233076,0.01951779563719862,12.368455624574493
Spring,1082185,TROPICAL FRUIT,1127179,STONE FRUIT,241,0.003819879222076049,0.008093223184901605,12.365763223833492
Spring,1023720,STONE FRUIT,1082185,TROPICAL FRUIT,441,0.0069899034727615664,0.30205479452054795,12.290309084000684
Spring,5978648, ,5978656, ,141,0.00223486709673329,0.04918032786885246,12.193311744931922
Spring,952163,POTATOES,1082185,TROPICAL FRUIT,197,0.003122473886925235,0.29893778452200304,12.163481048177433
Spring,826249,BAKED BREAD/BUNS/ROLLS,910032,HOT DOGS,97,0.001537461761582476,0.017620345140781108,12.11660928346716
Spring,898958,STONE FRUIT,1082185,TROPICAL FRUIT,116,0.0018386140653976002,0.29743589743589743,12.102370756825142
Spring,833025,MILK BY-PRODUCTS,859075,CHEESE,93,0.0014740612765687658,0.034355374953823424,11.94783298930517
Spring,967205,STONE FRUIT,1082185,TROPICAL FRUIT,83,0.0013155600640344899,0.29328621908127206,11.933524472963015
Spring,860776,VEGETABLES - ALL OTHERS,1007195,CORN,86,0.0013631104277947725,0.017536704730831975,11.883738101671106
Spring,860776,VEGETABLES - ALL OTHERS,1051516,VEGETABLES - ALL OTHERS,65,0.0010302578814727933,0.013254486133768352,11.612168038610166
Spring,1098066,BAKED BREAD/BUNS/ROLLS,9527290,BAG SNACKS,64,0.0010144077602193657,0.012698412698412698,11.577027193446703
Spring,854852,TOMATOES,904360,VEGETABLES SALAD,191,0.0030273731594046695,0.04644941634241245,11.5493208529424
Spring,930118,STONE FRUIT,1082185,TROPICAL FRUIT,249,0.00394668019210347,0.2835990888382688,11.539364780803645
Spring,910032,HOT DOGS,1044078,BEEF,68,0.001077808245233076,0.03859250851305335,11.52294695770375
Spring,916122,CHICKEN,1007195,CORN,75,0.0011887590940070692,0.01698754246885617,11.511598603583538
Spring,826249,BAKED BREAD/BUNS/ROLLS,1033142,ONIONS,125,0.0019812651566784487,0.022706630336058128,11.458641350827373
Spring,878996,GRAPES,1033142,ONIONS,82,0.0012997099427810622,0.022695820647661222,11.453186365185681
Spring,854852,TOMATOES,1033142,ONIONS,93,0.0014740612765687658,0.022616731517509727,11.413274940031778
Spring,1098066,BAKED BREAD/BUNS/ROLLS,9526410,BAG SNACKS,84,0.0013314101852879175,0.016666666666666666,11.38328818848309
Spring,854852,TOMATOES,860776,VEGETABLES - ALL OTHERS,189,0.002995672916897814,0.045963035019455256,11.356142498908245
Spring,933637,STONE FRUIT,1082185,TROPICAL FRUIT,248,0.003930830070850042,0.2767857142857143,11.262135348677337
Spring,986947,CITRUS,1127831,BERRIES,67,0.0010619581239796484,0.04855072463768116,11.16028529778792
Spring,952163,POTATOES,995242,FLUID MILK PRODUCTS,76,0.0012046092152604966,0.11532625189681335,11.141251501594116
Spring,961554,CARROTS,1033142,ONIONS,104,0.0016484126103564693,0.021639617145235122,10.92018534527788
Spring,1033142,ONIONS,1098066,BAKED BREAD/BUNS/ROLLS,109,0.0017276632166236072,0.045397750937109536,10.913810237074937
Spring,1029743,FLUID MILK PRODUCTS,1046545,POTATOES,69,0.0010936583664865036,0.004781704781704782,10.72905808885394
Spring,1053690,SOFT DRINKS,1092026,SOFT DRINKS,70,0.0011095084877399313,0.020624631703005304,10.711346292346395
